"age","year","county","count"
"30_34",7,"SCHUYLER",0
"30_34",7,"SCOTT",0
"30_34",7,"SHELBY",0
"30_34",7,"STARK",0
"30_34",7,"UNION",2
"30_34",7,"WABASH",0
"30_34",7,"WASHINGTON",0
"30_34",7,"WAYNE",1
"30_34",7,"WHITE",0
"30_34",8,"ALEXANDER",0
"30_34",8,"BROWN",0
"30_34",8,"CALHOUN",0
"30_34",8,"CARROLL",0
"30_34",8,"CASS",0
"30_34",8,"CLARK",0
"30_34",8,"CLAY",0
"30_34",8,"CRAWFORD",3
"30_34",8,"CUMBERLAND",0
"30_34",8,"DE WITT",0
"30_34",8,"DOUGLAS",2
"30_34",8,"EDGAR",0
"30_34",8,"EDWARDS",0
"30_34",8,"FAYETTE",0
"30_34",8,"FORD",0
"30_34",8,"GALLATIN",0
"30_34",8,"GREENE",0
"30_34",8,"HAMILTON",0
"30_34",8,"HANCOCK",3
"30_34",8,"HARDIN",0
"30_34",8,"HENDERSON",0
"30_34",8,"IROQUOIS",2
"30_34",8,"JASPER",0
"30_34",8,"JERSEY",1
"30_34",8,"JO DAVIESS",0
"30_34",8,"JOHNSON",0
"30_34",8,"LAWRENCE",0
"30_34",8,"MARSHALL",0
"30_34",8,"MASON",0
"30_34",8,"MENARD",0
"30_34",8,"MERCER",1
"30_34",8,"MOULTRIE",0
"30_34",8,"PIATT",2
"30_34",8,"PIKE",2
"30_34",8,"POPE",0
"30_34",8,"PULASKI",0
"30_34",8,"PUTNAM",0
"30_34",8,"RICHLAND",0
"30_34",8,"SCHUYLER",0
"30_34",8,"SCOTT",0
"30_34",8,"SHELBY",1
"30_34",8,"STARK",0
"30_34",8,"UNION",2
"30_34",8,"WABASH",0
"30_34",8,"WASHINGTON",0
"30_34",8,"WAYNE",0
"30_34",8,"WHITE",0
"30_34",9,"ALEXANDER",0
"30_34",9,"BROWN",0
"30_34",9,"CALHOUN",0
"30_34",9,"CARROLL",1
"30_34",9,"CASS",0
"30_34",9,"CLARK",0
"30_34",9,"CLAY",0
"30_34",9,"CRAWFORD",2
"30_34",9,"CUMBERLAND",0
"30_34",9,"DE WITT",2
"30_34",9,"DOUGLAS",1
"30_34",9,"EDGAR",2
"30_34",9,"EDWARDS",0
"30_34",9,"FAYETTE",0
"30_34",9,"FORD",0
"30_34",9,"GALLATIN",0
"30_34",9,"GREENE",0
"30_34",9,"HAMILTON",0
"30_34",9,"HANCOCK",0
"30_34",9,"HARDIN",0
"30_34",9,"HENDERSON",0
"30_34",9,"IROQUOIS",1
"30_34",9,"JASPER",0
"30_34",9,"JERSEY",2
"30_34",9,"JO DAVIESS",0
"30_34",9,"JOHNSON",0
"30_34",9,"LAWRENCE",0
"30_34",9,"MARSHALL",0
"30_34",9,"MASON",0
