"","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15"
"843",4,4,4,4,4,2,3,4,3,4,3,3,4,4,4
"844",2,1,1,1,1,2,1,1,1,2,1,1,1,4,1
"845",5,5,1,1,5,3,5,1,1,3,5,5,1,3,5
"846",2,1,3,1,3,1,1,1,1,2,1,1,1,1,3
"847",1,3,1,1,2,2,1,1,2,1,1,1,1,1,1
"848",4,3,5,2,3,3,3,5,3,3,4,2,3,3,5
"849",1,1,1,1,1,2,1,1,1,1,1,1,1,1,2
"850",5,4,1,3,5,4,4,1,1,5,3,3,1,3,5
"851",5,4,4,5,5,5,5,5,5,4,5,5,5,5,5
"852",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"853",2,2,1,5,5,5,3,4,3,4,4,1,1,5,4
"854",2,4,1,2,4,1,2,1,1,4,5,2,1,2,5
"855",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"856",4,4,3,3,4,3,3,4,3,5,4,3,4,4,5
"857",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"858",4,1,1,1,4,3,1,1,2,3,4,1,1,4,5
"859",2,1,3,1,5,2,1,3,1,4,4,1,2,2,5
"860",5,5,1,4,5,5,5,1,1,5,5,5,1,2,5
"861",2,2,1,2,3,4,1,1,2,2,3,1,1,2,3
"862",3,3,3,2,4,3,2,2,2,3,3,3,3,3,5
"863",4,2,2,3,4,2,2,4,4,4,4,2,4,5,5
"864",1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
"865",3,4,3,4,4,3,2,3,4,4,3,3,3,2,4
"866",1,1,1,1,1,1,1,1,1,3,1,1,1,1,4
"867",1,2,1,2,1,5,1,1,2,4,2,2,1,2,5
"868",2,2,5,4,4,1,3,5,3,4,3,2,5,2,4
"869",4,2,1,1,2,2,2,1,1,3,4,1,1,1,5
"870",2,1,1,2,3,3,1,3,1,4,3,1,1,3,3
"871",2,3,1,3,3,4,3,2,1,2,5,3,2,4,5
"872",2,1,1,1,0,2,3,3,2,3,2,3,1,3,5
"873",4,4,2,4,4,5,4,3,3,2,4,4,3,3,4
"874",4,2,1,3,5,5,3,1,2,5,5,1,1,2,5
"875",1,1,1,2,2,2,2,2,2,2,2,1,1,1,1
"876",5,5,1,1,3,1,3,1,1,3,3,2,1,1,5
"877",5,1,1,2,3,5,1,1,1,5,3,1,1,3,5
"878",5,5,4,4,4,5,5,5,1,5,5,5,2,5,5
"879",1,1,1,1,1,1,1,1,1,1,1,1,1,4,1
"880",3,4,2,3,2,4,1,1,1,4,3,2,1,3,4
"881",3,4,2,4,4,4,4,2,1,3,2,4,2,2,5
"882",1,1,1,1,3,1,3,1,1,1,1,1,1,1,2
"883",5,2,5,5,5,5,2,5,5,5,5,3,5,5,5
"884",4,4,4,4,4,4,4,4,2,4,4,4,4,4,5
"885",5,4,2,4,5,4,4,5,2,5,4,3,2,5,5
"886",5,4,4,3,4,5,2,5,1,4,5,1,4,2,5
"887",4,2,1,1,1,4,2,1,1,2,4,3,1,2,5
"888",4,2,1,1,5,3,1,1,1,3,3,1,1,2,5
"889",4,2,1,3,4,4,2,1,1,4,3,4,1,2,4
"890",1,1,1,1,1,4,1,1,1,2,1,1,1,1,2
"891",2,1,1,2,2,2,4,1,2,1,2,2,1,4,4
"892",4,3,1,1,2,1,1,3,1,3,3,1,1,1,4
"893",1,1,1,2,1,1,1,1,1,2,1,1,1,1,1
"894",2,4,1,1,1,2,4,1,2,4,4,3,1,2,5
"895",4,4,2,4,5,5,4,4,3,5,5,5,4,5,5
"896",4,2,5,3,4,1,1,5,2,4,2,1,4,1,4
"897",5,2,1,3,3,5,1,1,1,4,2,1,1,1,5
"898",4,3,5,5,5,5,1,5,3,2,5,2,1,4,5
"899",5,4,5,4,5,5,4,5,3,5,5,4,5,5,5
"900",5,3,5,4,5,4,1,5,4,5,3,3,4,3,5
"901",4,1,1,4,5,4,1,1,1,4,4,1,1,4,5
"902",1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
"903",1,3,4,5,3,4,3,5,3,5,4,2,4,5,5
"904",4,4,4,5,3,3,2,4,1,4,4,5,4,1,4
"905",2,1,1,1,3,1,1,1,1,1,1,1,1,1,3
"906",4,4,4,5,5,5,4,5,4,3,4,4,3,4,4
"907",3,2,1,2,1,1,1,4,1,1,1,2,3,2,5
"908",5,4,1,1,5,5,4,1,1,5,5,2,1,2,5
"909",4,2,1,1,4,4,1,2,1,4,2,1,1,2,4
"910",5,3,1,2,2,3,4,1,1,4,3,3,1,1,5
"911",3,3,3,3,3,3,3,3,3,3,3,3,3,3,4
"912",5,4,5,4,4,5,4,4,3,4,5,5,5,5,5
"913",4,5,5,5,5,5,4,5,3,5,5,5,3,5,5
"914",5,5,1,5,5,5,5,1,4,5,5,5,1,5,5
"915",5,5,5,5,5,5,1,5,1,5,5,1,3,5,5
"916",4,2,1,1,4,2,1,3,4,1,2,1,2,4,4
"917",4,4,4,2,4,4,4,4,2,2,4,2,2,4,4
"918",2,3,3,1,3,2,3,5,1,2,2,1,5,1,2
"919",5,4,5,5,5,5,4,5,2,4,3,3,3,2,5
"920",2,1,3,2,1,2,3,3,2,4,4,2,1,4,5
"921",1,3,2,4,5,1,2,4,3,5,5,3,1,4,5
"922",4,2,4,4,4,4,2,5,1,4,5,3,4,4,5
"923",2,1,1,3,5,2,1,1,1,5,2,1,1,1,5
"924",2,4,3,3,5,2,2,2,1,3,3,1,2,3,5
"925",2,1,1,1,3,1,2,1,1,1,1,1,1,1,3
"926",2,2,1,3,3,2,2,1,4,5,4,3,1,2,4
"927",1,1,1,1,2,1,1,1,1,1,1,1,1,1,4
"928",5,5,1,1,5,5,1,1,5,5,5,5,1,1,5
"929",5,4,1,5,4,3,3,2,5,3,3,4,2,3,5
"930",2,2,1,2,2,2,1,1,1,1,2,2,2,3,5
"931",5,1,1,4,1,1,1,1,1,5,2,1,1,1,4
"932",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3
"933",2,2,1,2,2,2,1,1,1,2,2,1,1,1,2
"934",4,2,2,3,5,4,4,3,4,4,4,2,3,4,5
"935",2,3,5,0,3,2,3,5,4,4,3,4,5,3,4
"936",4,4,5,4,4,4,4,5,4,4,4,4,4,4,5
"937",5,4,1,4,4,3,4,1,1,5,5,4,1,4,5
"938",1,1,1,1,1,3,3,1,1,4,3,1,1,2,4
"939",2,4,1,4,4,4,3,4,2,5,4,3,2,4,4
"940",4,3,4,4,4,3,2,4,5,3,3,2,2,4,3
"941",1,1,1,1,1,2,1,1,1,1,2,1,1,1,2
"942",4,1,1,2,4,2,1,1,1,4,3,1,1,4,5
"943",4,2,1,1,1,4,2,1,1,2,4,1,1,2,5
"944",4,1,3,1,1,4,3,4,1,2,4,1,3,4,5
"945",5,3,0,5,3,5,5,4,3,5,5,3,3,4,5
"946",3,3,3,4,4,5,5,3,3,4,3,4,3,4,5
"947",4,1,1,2,1,1,1,1,1,1,3,2,1,2,4
"948",4,4,1,2,4,2,4,4,2,4,2,4,4,5,5
"949",4,2,1,1,4,4,5,2,1,1,1,4,1,3,4
"950",4,4,4,5,5,4,3,4,3,4,4,4,5,3,5
"951",5,4,5,5,5,5,4,5,1,5,5,4,5,5,5
"952",5,3,1,1,2,1,1,1,1,3,5,4,1,2,5
"953",4,4,2,2,2,3,2,3,1,4,4,2,2,3,4
"954",5,5,3,4,5,5,5,4,3,3,5,5,5,4,5
"955",4,2,1,1,1,4,1,1,1,5,4,1,1,3,5
"956",2,3,1,2,3,4,4,3,1,4,3,5,4,5,5
"957",4,4,1,2,3,3,4,2,1,4,5,4,2,5,5
"958",3,2,1,1,2,4,2,1,1,1,3,3,1,1,3
"959",2,2,1,2,3,1,2,1,1,2,2,2,2,3,4
"960",5,5,4,4,4,3,5,5,3,4,3,5,4,4,5
"961",1,1,5,2,4,1,3,5,1,4,2,3,1,2,5
"962",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"963",5,2,1,1,4,1,1,1,1,1,4,1,1,3,5
"964",4,4,1,1,3,2,5,1,5,4,2,1,1,3,2
"965",3,2,2,3,2,4,3,4,2,4,2,2,3,2,4
"966",4,1,1,3,4,2,1,2,1,4,2,1,2,3,4
"967",5,2,5,2,5,2,3,4,3,5,3,3,3,3,5
"968",4,3,1,1,2,3,1,1,1,2,4,4,1,2,4
"969",3,2,1,1,1,1,1,1,1,1,1,1,1,2,1
"970",2,2,1,2,4,2,1,1,4,2,2,1,1,1,4
"971",5,1,1,1,1,3,1,2,2,3,4,1,2,4,5
"972",5,2,3,3,1,5,3,4,2,5,5,3,2,2,5
"973",2,3,1,2,1,1,1,1,2,3,3,4,1,2,5
"974",2,2,4,2,4,2,2,4,2,5,2,2,2,5,5
"975",4,4,3,4,4,4,4,4,2,4,4,4,4,2,4
"976",2,3,3,3,3,2,3,1,2,4,3,3,1,4,4
"977",5,5,3,1,5,5,5,3,5,5,3,5,4,5,5
"978",4,4,2,2,2,4,4,2,2,5,4,3,3,2,4
"979",1,1,1,1,4,4,1,1,1,4,1,1,1,1,5
"980",4,1,1,1,1,3,2,1,1,4,2,1,1,2,3
"981",5,1,1,1,2,1,1,1,1,5,4,1,1,1,5
"982",5,4,2,5,5,5,4,2,4,4,4,3,1,4,5
"983",2,1,1,1,1,0,1,5,1,1,5,1,1,5,5
"984",4,0,4,4,2,2,5,2,5,5,5,5,5,4,5
"985",2,4,4,4,5,1,2,4,1,2,4,4,1,4,5
"986",1,1,1,1,1,2,1,1,1,2,1,1,1,1,3
"987",1,1,1,1,4,1,1,1,1,4,1,3,1,1,5
"988",5,5,4,5,5,5,5,4,5,4,4,4,5,4,5
"989",5,5,4,5,5,5,4,4,3,3,3,3,3,5,5
"990",5,5,1,4,5,5,3,1,2,5,5,4,1,4,5
"991",4,4,2,3,4,3,5,5,2,4,5,1,3,3,2
"992",4,4,2,4,4,4,4,3,4,4,4,4,4,4,4
"993",5,5,1,4,4,5,5,4,4,4,4,5,3,5,5
"994",5,5,1,3,4,4,4,1,3,4,5,5,1,4,5
"995",5,5,1,2,5,3,2,1,1,3,5,5,1,3,5
"996",4,4,1,1,4,2,2,1,1,1,4,3,1,1,5
"997",5,5,1,5,5,5,5,5,5,5,5,5,1,5,5
"998",4,2,1,1,1,4,1,1,1,4,1,1,1,4,4
"999",2,4,1,3,4,3,4,1,3,5,2,3,1,2,4
"1000",1,1,1,1,1,3,2,1,1,1,2,1,1,1,5
"1001",2,2,1,3,4,1,1,1,1,5,3,1,1,4,5
"1002",5,5,3,5,5,5,5,5,5,5,5,5,5,5,5
"1003",5,5,1,5,5,5,5,1,5,5,5,5,1,5,5
"1004",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"1005",5,5,5,5,4,5,5,5,5,5,5,5,5,5,5
"1006",1,1,1,1,2,1,1,1,2,2,1,1,1,1,2
"1007",5,1,1,1,1,1,1,1,1,1,1,1,1,3,4
"1008",4,3,3,2,4,4,2,3,1,5,4,3,3,2,5
"1009",2,1,1,1,1,1,1,2,1,2,1,1,2,2,4
"1010",3,4,2,2,4,4,3,2,2,4,5,3,2,3,5
"1011",1,2,2,1,1,1,1,5,2,5,2,1,1,1,5
"1012",5,3,4,4,5,5,5,5,2,5,4,4,4,5,5
"1013",5,5,3,4,5,5,5,5,4,5,5,5,2,5,5
"1014",1,2,1,1,1,1,1,1,1,3,1,2,1,1,3
"1015",4,3,1,1,2,2,3,1,1,4,4,2,2,1,4
"1016",4,3,4,2,3,4,2,4,2,4,4,2,3,3,4
"1017",4,5,1,1,5,2,4,1,1,1,4,1,1,1,5
"1018",4,3,5,1,4,4,3,5,5,5,2,3,4,4,5
"1019",5,5,3,4,4,5,5,3,5,5,4,5,3,4,5
"1020",3,3,1,1,2,3,4,1,1,3,4,3,1,2,5
"1021",5,5,4,5,5,5,5,5,5,5,5,5,4,5,5
"1022",4,5,1,2,2,2,4,4,1,4,2,4,1,4,4
"1023",4,2,1,1,1,1,4,3,2,5,2,2,3,4,5
"1024",4,3,2,3,4,2,3,3,3,5,2,3,2,2,4
"1025",5,4,1,4,5,4,5,1,1,5,5,5,1,5,5
"1026",4,4,4,5,5,5,4,5,3,5,5,5,5,4,5
"1027",2,2,1,3,2,2,4,1,2,2,5,4,2,4,5
"1028",4,4,3,4,5,5,2,4,4,5,4,3,3,5,5
"1029",5,3,1,4,5,4,2,1,4,2,4,3,1,5,5
"1030",4,1,1,1,1,4,2,1,1,4,3,1,1,1,5
"1031",2,1,1,1,2,1,1,1,1,1,1,1,1,1,4
"1032",5,3,3,4,5,5,5,4,5,5,5,4,3,5,5
"1033",1,4,1,1,3,1,1,1,1,2,1,1,1,1,5
"1034",4,3,3,3,2,3,3,4,4,4,2,4,4,4,4
"1035",4,1,2,3,4,4,2,3,2,4,3,1,2,3,5
"1036",1,1,2,1,2,3,1,2,2,3,1,1,1,1,3
"1037",5,2,4,2,4,5,2,5,4,5,4,2,3,4,5
"1038",5,4,4,4,4,4,4,5,4,3,4,5,5,5,5
"1039",5,5,5,5,5,5,5,5,3,5,5,5,2,4,5
"1040",4,5,3,3,5,5,5,4,3,5,5,5,5,4,5
"1041",5,1,1,3,4,1,1,1,1,5,4,1,1,2,5
"1042",4,3,3,4,4,3,4,5,4,5,5,3,4,4,5
"1043",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"1044",5,2,4,1,1,4,1,5,1,5,5,1,3,2,5
"1045",5,4,1,3,5,2,3,5,2,5,3,4,3,4,5
"1046",1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
"1047",4,1,1,1,3,1,1,3,1,3,3,1,1,4,4
"1048",4,2,1,2,3,4,2,1,1,1,4,2,1,2,5
"1049",2,2,1,1,1,1,1,2,1,1,1,1,1,1,2
"1050",3,1,1,1,2,3,2,1,1,5,5,4,1,4,5
"1051",4,4,1,2,3,2,2,1,2,4,4,2,1,3,4
"1052",2,1,1,1,2,1,1,1,1,2,1,1,1,1,3
"1053",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"1054",4,4,1,4,3,4,3,1,1,4,4,1,1,3,4
"1055",5,5,5,5,5,5,3,5,5,5,5,5,5,5,5
"1056",5,5,4,5,5,4,5,5,5,5,5,5,1,5,5
"1057",3,1,1,1,4,3,2,1,2,1,4,1,1,4,3
"1058",5,5,4,4,4,0,4,5,2,5,5,4,4,5,5
"1059",4,1,3,3,2,3,1,4,2,5,3,2,3,2,5
"1060",5,3,4,2,2,4,1,5,2,4,3,1,2,2,4
"1061",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1062",2,1,1,1,1,2,1,1,1,4,2,1,1,3,4
"1063",5,4,5,4,5,4,4,5,4,5,5,4,4,5,4
"1064",5,5,3,3,4,5,5,4,4,5,5,5,4,4,5
"1065",4,5,4,2,1,2,4,3,4,5,2,4,5,2,5
"1066",5,5,3,5,5,5,0,5,0,5,5,5,3,4,5
"1067",2,1,1,2,2,3,1,1,1,2,4,2,1,1,4
"1068",3,2,3,3,4,4,4,3,3,4,3,4,3,5,5
"1069",5,2,4,5,5,4,4,4,5,4,2,5,2,4,4
"1070",1,1,1,2,2,1,1,1,1,1,1,1,1,1,4
"1071",1,3,3,1,1,3,2,2,1,4,2,4,3,1,5
"1072",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"1073",3,3,1,3,2,4,2,1,1,5,4,2,1,2,5
"1074",5,2,1,1,2,4,1,1,2,4,4,2,1,5,5
"1075",5,1,1,1,2,1,1,1,1,2,5,1,1,1,4
"1076",5,5,5,5,5,5,5,5,4,5,5,5,4,5,5
"1077",1,4,2,3,2,3,3,4,1,2,2,4,2,3,4
"1078",5,5,4,5,5,5,5,5,2,5,5,4,5,5,5
"1079",2,4,1,1,3,1,2,1,1,4,3,2,1,4,4
"1080",5,4,5,5,5,4,4,5,4,4,5,4,5,5,5
"1081",2,2,1,2,4,2,1,1,1,4,2,1,1,3,4
"1082",5,5,3,4,5,5,5,3,4,5,5,4,3,5,5
"1083",4,3,2,4,2,4,5,3,2,1,3,2,3,1,5
"1084",1,1,1,1,4,1,1,1,4,1,1,1,1,1,5
"1085",5,4,3,5,5,5,3,5,5,5,5,4,3,5,5
"1086",5,5,1,4,4,3,1,1,1,4,3,3,1,4,4
"1087",4,4,1,1,1,4,2,1,1,5,4,4,1,1,5
"1088",4,2,1,1,2,4,1,1,4,4,4,1,1,2,5
"1089",2,2,1,1,2,1,1,1,1,2,4,1,1,2,4
"1090",4,4,4,1,1,3,1,5,2,5,3,3,5,3,5
"1091",4,5,1,4,4,4,4,1,4,4,4,4,2,4,5
"1092",4,3,1,1,4,1,3,2,1,4,2,1,1,4,4
"1093",5,4,4,4,2,4,4,5,2,2,4,4,2,2,5
"1094",5,5,4,5,5,5,5,5,5,5,5,5,5,5,5
"1095",2,4,1,2,2,4,4,2,1,4,2,3,1,3,5
"1096",5,1,1,1,3,3,4,1,1,3,3,1,1,4,4
"1097",4,3,1,4,4,1,1,1,1,4,1,1,1,5,3
"1098",5,3,1,5,4,5,4,3,4,1,2,5,4,4,5
"1099",5,5,4,5,5,5,4,2,3,5,5,5,3,5,5
"1100",5,3,3,5,4,3,4,5,4,4,3,3,5,5,5
"1101",5,4,3,2,3,5,5,4,2,5,3,5,2,5,5
"1102",5,1,1,1,1,5,0,1,1,5,5,1,1,5,1
"1103",5,3,1,2,1,4,2,1,4,3,4,2,1,3,5
"1104",5,5,5,5,5,5,3,5,5,5,4,5,5,5,5
"1105",5,3,1,1,3,2,2,2,1,4,4,2,1,3,5
"1106",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"1107",5,5,5,3,3,5,4,5,4,5,3,5,3,4,5
"1108",4,1,1,1,1,1,1,1,1,4,2,1,1,2,2
"1109",4,5,5,4,4,4,4,5,5,5,4,5,4,5,5
"1110",5,5,5,5,5,5,4,5,5,5,5,5,5,5,5
"1111",4,3,3,3,5,2,4,2,5,2,4,4,3,5,4
"1112",5,5,5,4,4,5,4,4,3,4,4,4,3,3,5
"1113",5,2,4,2,2,5,2,5,2,5,4,2,4,2,5
"1114",5,4,4,3,5,5,3,5,2,1,5,3,5,5,5
"1115",2,4,4,1,1,2,4,4,2,5,3,4,2,4,5
"1116",2,4,1,1,1,2,2,1,1,1,3,2,1,2,1
"1117",5,4,2,4,4,4,4,4,2,4,3,4,3,3,5
"1118",4,5,2,4,4,4,4,4,4,5,4,3,5,5,4
"1119",4,4,3,3,3,2,2,3,3,4,3,3,3,3,5
"1120",5,5,1,3,5,4,5,1,1,5,5,5,3,5,5
"1121",5,3,4,2,1,3,2,5,3,4,5,4,4,5,5
"1122",3,1,1,1,2,2,1,1,1,4,1,2,1,1,3
"1123",5,4,3,5,5,3,1,3,1,4,1,1,1,5,5
"1124",2,1,1,2,1,1,1,2,2,4,1,2,1,1,4
"1125",5,5,3,2,4,5,2,3,1,2,4,2,2,4,5
"1126",4,4,2,2,2,4,2,2,2,5,4,2,2,4,4
"1127",5,5,4,4,5,5,4,4,4,5,4,3,3,4,5
"1128",4,4,4,3,2,5,4,5,4,5,2,5,4,4,5
"1129",4,3,1,4,5,2,1,1,2,5,5,1,1,4,5
"1130",5,5,5,5,5,5,5,5,4,4,5,5,5,4,5
"1131",5,5,3,4,5,5,5,4,3,4,5,5,4,5,5
"1132",1,3,2,2,2,1,3,4,2,4,3,3,4,2,4
"1133",5,1,1,5,5,5,5,5,5,5,5,1,5,5,5
"1134",1,1,1,1,4,1,1,1,1,1,1,1,1,1,1
"1135",4,3,2,2,5,1,1,4,5,1,5,1,1,1,5
"1136",5,3,1,1,4,3,3,3,2,2,2,3,1,1,4
"1137",3,5,3,5,4,5,4,3,4,4,3,4,3,4,5
"1138",1,2,1,2,1,2,1,1,1,2,3,1,1,1,4
"1139",4,2,1,1,4,2,1,1,1,3,3,1,1,2,5
"1140",3,2,1,2,1,3,1,1,1,1,1,1,1,2,1
"1141",5,5,5,1,5,3,2,5,1,5,3,4,2,5,4
"1142",5,5,5,3,4,4,2,5,1,4,5,2,5,4,5
"1143",5,3,2,2,2,5,3,3,1,5,4,2,3,3,4
"1144",5,3,5,5,4,5,4,5,3,5,5,3,5,4,5
"1145",5,3,4,3,4,2,2,5,4,5,4,2,4,3,5
"1146",4,1,1,1,1,4,1,1,1,1,4,1,1,1,4
"1147",2,1,1,1,2,2,1,1,1,4,3,1,1,2,5
"1148",2,4,1,2,1,2,4,1,1,4,4,1,1,1,5
"1149",3,2,1,1,1,2,2,1,1,3,3,1,1,2,4
"1150",5,5,1,3,5,5,5,1,1,5,5,5,1,5,5
"1151",5,5,1,3,4,4,5,1,2,1,5,4,1,4,5
"1152",3,2,1,1,3,3,1,2,1,3,4,1,2,1,4
"1153",3,4,2,3,3,4,3,2,4,4,3,4,3,4,5
"1154",3,1,2,2,4,2,2,1,1,3,3,2,1,3,4
"1155",5,5,3,4,4,4,5,4,2,2,4,4,4,2,4
"1156",4,1,1,2,2,1,2,1,1,1,3,1,1,1,4
"1157",5,5,3,4,5,5,4,3,5,5,5,4,2,5,5
"1158",5,4,1,5,4,5,4,2,3,4,4,4,3,5,5
"1159",5,1,1,3,3,4,1,1,1,4,4,1,1,2,5
"1160",4,4,1,2,1,2,1,4,1,5,2,2,4,2,5
"1161",5,5,1,5,5,5,5,5,3,5,5,4,2,4,5
"1162",3,2,1,1,4,1,1,2,1,1,1,1,1,3,5
"1163",2,2,1,3,2,4,3,1,2,4,3,2,1,1,4
"1164",1,2,1,2,4,1,2,1,1,4,2,1,1,1,3
"1165",5,1,1,2,1,2,1,1,1,4,1,1,1,2,2
"1166",2,3,1,2,1,2,2,1,1,3,2,2,1,2,4
"1167",1,1,1,1,1,1,1,1,1,2,1,1,1,1,2
"1168",5,2,1,3,2,5,2,2,3,1,5,5,4,3,4
"1169",1,2,1,4,4,2,2,2,2,3,1,4,2,4,5
"1170",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1171",1,2,1,1,1,1,4,1,1,3,4,4,1,1,5
"1172",2,2,1,2,3,2,2,1,1,2,2,1,1,1,2
"1173",4,2,2,2,5,4,1,3,4,5,4,1,1,5,5
"1174",2,1,1,1,1,2,1,1,1,2,5,1,1,1,4
"1175",4,1,1,3,4,1,2,1,1,1,4,1,1,1,4
"1176",4,2,3,3,4,2,1,5,2,5,4,1,5,4,4
"1177",3,3,1,1,3,1,3,1,1,4,3,3,1,2,5
"1178",1,2,1,1,4,1,1,1,3,4,3,2,1,2,5
"1179",4,1,1,3,4,2,1,3,2,4,4,1,2,3,5
"1180",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
"1181",4,1,4,4,3,4,3,5,1,3,1,2,4,1,3
"1182",4,4,5,5,1,2,5,5,2,5,4,5,5,4,5
"1183",2,1,1,1,2,1,1,1,1,3,1,1,1,1,4
"1184",4,4,2,2,4,4,2,2,1,1,1,1,1,1,4
"1185",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"1186",3,4,2,3,3,3,4,2,3,3,3,4,3,5,4
"1187",1,2,1,2,2,2,1,3,1,2,1,2,1,3,4
"1188",5,3,2,3,5,5,2,2,2,2,3,1,2,3,5
"1189",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"1190",1,2,1,4,2,3,4,1,4,4,1,4,2,2,4
"1191",4,4,1,4,4,5,5,3,4,5,4,4,4,5,5
"1192",5,1,1,1,4,5,2,1,1,3,4,2,1,2,5
"1193",5,3,3,4,2,2,2,4,1,2,5,2,3,5,5
"1194",4,2,1,4,1,4,4,1,1,1,4,2,1,4,5
"1195",4,4,1,1,2,1,4,1,5,4,3,4,1,5,5
"1196",5,5,5,4,3,5,3,5,3,4,3,3,4,3,5
"1197",1,1,1,2,4,1,1,1,1,1,1,1,1,1,4
"1198",5,5,2,2,5,5,3,2,3,5,5,5,3,5,5
"1199",4,1,2,1,2,1,2,3,4,4,4,1,3,4,4
"1200",1,1,1,1,2,1,1,1,1,1,1,1,1,1,2
"1201",5,4,1,1,4,4,4,1,3,5,5,4,1,4,5
"1202",5,5,3,5,5,5,5,3,3,5,5,5,3,5,5
"1203",3,3,1,3,5,4,1,2,3,4,4,2,3,2,5
"1204",3,2,1,1,1,1,1,1,1,3,2,1,1,1,3
"1205",3,4,0,4,4,4,2,2,2,2,2,4,0,4,5
"1206",2,4,1,2,3,3,1,1,2,3,3,1,1,2,4
"1207",4,4,1,1,2,4,1,4,1,5,2,1,1,1,5
"1208",3,2,1,3,3,3,1,1,2,4,3,1,1,4,3
"1209",4,3,4,1,1,4,3,4,2,2,4,3,4,2,5
"1210",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1211",4,2,1,2,3,4,2,1,1,1,4,2,1,4,4
"1212",2,3,1,1,1,1,4,1,1,2,3,2,1,1,4
"1213",4,1,1,2,2,1,1,4,1,4,1,1,1,1,4
"1214",4,5,4,4,4,5,5,5,4,4,5,5,5,4,5
"1215",1,2,1,2,3,1,2,1,1,5,1,1,1,2,4
"1216",1,2,1,1,2,1,1,1,2,4,1,1,1,1,4
"1217",4,5,4,3,4,4,4,4,1,1,2,2,2,1,4
"1218",4,1,1,1,1,1,1,1,1,4,2,1,1,1,4
"1219",3,2,1,2,2,2,2,2,2,3,3,3,2,3,4
"1220",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1221",5,4,3,4,4,3,4,3,3,4,2,3,3,5,5
"1222",1,1,1,1,1,1,1,1,1,4,1,1,1,1,3
"1223",4,3,1,1,1,1,1,1,1,4,2,1,1,1,4
"1224",2,2,1,1,3,2,2,1,1,2,3,2,1,2,1
"1225",5,2,4,4,5,5,2,5,1,2,5,2,2,1,5
"1226",4,3,5,4,5,4,3,5,5,3,4,4,5,4,5
"1227",4,1,1,1,4,1,2,1,1,5,3,1,1,1,5
"1228",3,4,4,2,5,3,4,3,2,4,3,4,2,2,5
"1229",3,2,2,4,3,2,2,2,2,4,2,3,3,3,3
"1230",2,1,4,3,2,2,1,3,4,4,2,1,2,2,5
"1231",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1232",5,2,2,1,4,2,4,2,1,3,4,2,1,1,5
"1233",1,1,1,2,2,1,1,1,1,4,1,1,1,1,2
"1234",1,1,1,2,3,1,1,1,3,1,2,1,1,2,5
"1235",4,3,3,2,3,3,3,4,3,3,4,3,3,5,5
"1236",1,4,1,1,1,1,5,1,1,5,1,1,1,1,5
"1237",5,5,3,5,5,5,5,5,3,5,5,5,3,5,5
"1238",5,5,4,4,2,2,3,4,2,5,4,4,2,3,5
"1239",1,4,1,1,3,1,1,1,1,4,1,1,1,1,3
"1240",2,2,1,4,4,1,1,4,4,3,2,2,1,3,4
"1241",5,2,5,4,4,4,4,5,2,1,4,4,3,4,4
"1242",1,2,1,2,1,2,3,1,1,2,2,2,1,1,2
"1243",5,2,1,2,4,5,1,1,1,3,3,1,1,3,3
"1244",2,4,1,4,4,4,4,2,2,4,2,4,2,3,4
"1245",5,1,1,1,1,5,1,3,1,2,2,1,1,3,5
"1246",5,5,1,4,4,5,4,3,5,4,4,5,4,4,5
"1247",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"1248",1,1,1,1,5,1,1,1,4,5,1,1,1,5,5
"1249",2,1,1,3,5,2,2,2,1,5,2,2,1,4,5
"1250",2,2,2,1,2,2,3,3,3,3,2,3,3,2,4
"1251",3,1,1,3,2,3,1,1,1,1,4,1,1,4,3
"1252",1,1,1,1,1,1,1,1,1,2,1,1,1,1,2
"1253",5,4,2,2,5,5,2,4,2,4,4,3,4,5,5
"1254",5,3,5,5,5,5,2,5,4,4,3,3,3,4,5
"1255",1,2,1,1,1,2,4,2,5,3,3,2,1,2,4
"1256",4,4,3,4,5,3,3,3,5,5,4,4,3,4,5
